Attr,TotalWorkingYears,Ovt,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,dfh,Age,MonthlyIncome,EnvironmentSatisfaction,NumCompaniesWorked
0,10,0,5,1,3,8,34,6142,2,0
0,4,1,3,2,2,2,34,4538,3,4
0,25,1,25,12,12,26,43,16959,3,1
0,5,0,5,2,4,9,28,2070,4,1
0,2,0,2,2,1,14,51,2288,1,1
0,7,0,6,4,4,15,46,3102,2,3
0,10,0,8,7,7,15,36,3660,3,3
1,10,0,10,9,0,17,24,7596,2,1
0,7,0,6,2,4,27,36,7756,3,0
0,15,1,5,2,2,1,37,13603,1,1
0,8,0,7,7,6,2,32,3068,4,0
0,5,1,3,2,2,16,26,3468,1,2
0,9,0,5,3,2,9,29,2974,4,9
0,8,0,3,1,2,2,40,2345,3,2
0,10,0,10,9,2,5,32,6118,1,1
0,5,0,5,4.225836629,4,9.193350906,21,2647,4,1
0,8,1,8,2,6,14,34,2579,3,9
0,21,0,20,8,9,4,25,19033,1,1
0,33,1,33,7,12,2,52,19068,1,1
0,10,1,4,3,3,13,29,4025,4,4
0,23,0,12,9,9,3,46,17465,1,1
0,10,1,9,8,8,10,33,8380,4,0
0,20,1,18,13,12,5,40,10475,4,5
0,6,0,6,3,4,24,45,2177,2,1
0,4,1,4,3,2,23,45,2478,2,4
1,2,0,1,1,0,7,58,2296,4,1
0,9,1,9,0,7,2,53,4163,3,1
0,1,0,1,0,1,7,35,2690,3,1
1,10,1,10,7,8,4,20,5617,3,5
0,4,0,2,2,2,8,50,3875,4,7
0,9,0,5,4,3,6,38,6782,3,1
0,3,0,3,2,2,2,31,2886,2,1
0,4,0,0,0,0,5,32,4648,4,8
0,3,1,3,2,2,2,47,3294,4,1
0,8,0,7,7,5,7,38,4028,4,0
0,14,0,14,10,7,1,32,10422,3,4
0,10,0,10,7,8,8,32,6209,3,1
0,7,1,2,2,2,8,37,9907,4,7
0,10,0,1,1,0,9,35,6540,3,9
0,5,0,5,4,2,2,42,4639,4,4
0,7,0,7,7,7,1,26,4294,3,4
0,11,0,9,8,8,21,35,5674,2,7
0,10,0,10,8,7,11,37,9714,4,6
0,8,1,8,2,6,14,38,2579,2,9
0,13,0,8,7,2,1,26,2088,1,4
0,3,0,3,2,2,1,45,2305,4,1
1,10,0,10,8,7,1,30,9714,2,4
1,9,0,3,2,2,7,48,8008,4,0
0,11,0,3,2,2,2,54,2062,4,1
0,10,0,5,4,3,28,41,3761,3,4
0,18,0,18,7,17,14,37,3034,4,1
0,2,0,2,2,2,1,33,2372,3,2
0,4,0,2,2,2,10,23,2073,4,3
0,7,0,7,7,7,15,48,5675,4,7
0,7,0,2,2,2,6,59,2267,2,8
0,10,0,0,0,0,13,42,5538,2,0
0,5,0,4,2,3,25,33,4898,4,0
0,14,1,6,4,4,1,59,11904,2,3
0,17,1,1,0,0,9,31,6673,1,7
0,17,0,17,14,8,8,31,10096,1,0
0,4,0,1,0,0,20,29,4765,3,1
0,2,0,1,0,0,5,37,2585,3,0
0,10,0,10,7,9,2,29,4554,2,4
0,22,1,3,2,2,23,53,18665,2,9
0,18,1,10,9,9,6,52,5577,4,3
1,7,0,2,2,2,29,26,4969,2,8
0,10,0,9,7,6,3,27,8500,3,0
0,9,1,9,0,7,4,47,4163,4,5
0,10,1,7,7,7,13,46,2216,2,3
0,13,1,13,12,9,8,32,5228,3,1
0,10,0,5,3,3,1,33,5376,3,2
0,23,0,3,2,2,28,34,10976,3,3
0,5,1,4,2,3,2,40,2342,4,0
0,20,0,1,0,0,2,40,3448,2,1
0,11,0,8,7,1,27,29,4335,2,0
0,9,1,8,7,7,8,30,11416,2,0
0,10,0,10,4,9,16,35,7639,1,7
0,19,0,5,4,2,2,36,4556,2,2
0,18,0,1,0,0,29,28,9824,2,3
0,9,0,5,4,4,1,47,5238,4,2
0,11,0,1,0,0,3,28,4768,4,7
0,20,0,17,9,15,24,36,2348,1,8
0,23,0,12,9,9,1,35,17465,3,3
0,23,0,21,7,17,4,43,10231,4,5
0,9,0,4,3,3,9,54,2897,1,3
0,10,1,8,4,7,9,30,4695,3,7
0,1,1,1,0,1,3,54,2795,3,1
0,10,0,10,7,8,10,32,5396,4,6
0,15,1,5,4,1,9,40,9278,3,3
0,10,0,10,7,8,1,29,2720,2,1
0,4,0,1,0,0,14,36,3688,2,4
0,8,1,2,2,2,3,44,4877,4,0
0,10,1,9,5,8,3,33,4193,1,1
1,1,0,1,0,0,12,28,2716,2,9
0,8,0,5,4,4,26,23,3038,1,4
0,3,0,3,2,2,23,26,2886,1,1
0,20,0,20,9,7,7,41,4332,4,1
1,2,0,2,2,2,2,20,2044,3,1
0,15,1,12,8,7,10,36,8321,4,0
1,11,1,3,2,2,23,34,9950,2,0
0,14,0,13,9,7,7,33,11691,3,0
0,16,1,1,0,0,6,41,13591,4,3
0,16,0,15,1,9,1,34,9725,2,0
0,10,0,9,7,4,1,45,7644,4,4
0,6,0,5,0,4,11,27,2099,2,1
0,10,0,10,4,9,5,31,5487,4,1
0,8,0,7,7,5,26,40,8396,3,7
0,9,1,8,7,7,1,26,7553,3,0
0,10,0,9,7,6,9,34,8500,4,0
0,7,0,5,2,3,5,44,3162,3,3
0,6,1,6,0,0,7,29,6623,3,0
0,22,0,17,13,2,8,27,14852,3,6
0,9,0,8,7,7,9,34,8621,4,1
1,12,0,9,7,3,2,55,5160,3,4
0,21,0,5,4,4,10,43,19926,1,3
0,9,0,8,7,1,5,41,6632,2,9
0,6,0,6,4,1,5,40,10475,4,1
0,10,0,10,3,9,2,29,2406,1,1
0,18,1,1,0,0,3,31,6516,4,1
0,6,0,3,2,2,23,29,2201,4,4
0,28,0,27,10,7,2,40,17046,2,1
0,8,0,8,3,7,10,38,3755,1,1
0,10,0,8,7,7,2,45,5154,3,4
0,10,0,9,8,7,14,38,9924,3,0
0,10,0,9,2,7,6,30,4627,1,0
0,26,0,14,9,12,11,54,16032,2,3
0,5,0,4,3,1,10,25,4950,3,6
1,10,1,7,7,0,2,41,2778,2,4
0,6,0,5,3,2,18,24,2774,2,0
0,1,0,1,0,0,25,33,2033,2,1
0,4,0,0,0,0,5,32,4648,4,5
0,10,0,10,7,8,10,32,5396,4,1
0,6,1,5,2,3,5,31,4821,3,3
0,24,0,22,6,14,10,23,18880,4,5
0,1,0,1,1,0,8,27,2318,3,1
1,9,0,5,3,4,1,31,2097,2,4
0,19,0,5,4,2,29,42,4556,1,2
0,22,0,21,7,9,2,40,19436,1,0
0,1,0,1,0,0,1,41,2693,1,1
0,5,1,5,3,0,8,54,3815,1,1
0,20,0,20,7,13,26,40,5605,2,1
0,9,1,5,3,4,29,29,5485,3,9
0,21,0,20,7,9,10,42,16799,3,1
0,12,0,6,5,2,13,24,7491,2,1
0,7,0,3,2,2,3,32,2232,1,1
0,6,0,5,3,4,19,29,5561,4,0
0,16,0,13,11,7,1,34,5914,1,8
0,5,0,3,2,2,1,42,3690,1,1
0,33,1,33,7,12,2,52,19068,1,1
0,25,0,8,7,7,10,39,19740,3,3
0,5,1,5,4,3,4,24,4162,4,5
0,13,0,12,9,8,29,42,4900,4,4
0,1,1,0,0,0,25,45,1601,3,1
0,20,0,1,0,0,2,44,3448,2,6
1,10,0,5,1,3,16,33,6142,2,3
1,17,0,1,0,0,10,37,10048,1,1
0,12,0,7,7,7,5,31,7140,4,5
0,23,0,2,2,2,1,46,19627,4,9
0,23,0,22,6,7,2,42,17665,4,1
1,4,0,2,2,2,2,52,2811,3,9
0,5,1,4,2,2,2,50,4614,3,4
0,18,0,1,0,0,10,38,9824,3,3
0,11,0,3,2,2,16,36,5647,3,4
1,7,0,5,3,0,13,29,5765,1,7
0,2,0,2,2,2,5,31,2044,3,9
0,22,0,22,17,15,4,42,19232,3,1
0,25,1,25,12,12,26,43,16959,3,1
0,15,0,7,7,7,2,35,5762,2,1
1,3,0,3,2,2,9,23,4621,3,1
0,11,0,11,8,9,2,35,5433,4,2
0,3,0,2,2,2,1,32,2269,2,0
0,3,0,3,2,2,9,37,3760,3,1
0,9,0,9,8,7,8,27,8726,4,1
0,0,0,0,0,0,4,42,1051,3,1
0,8,0,3,2,2,3,43,2258,2,7
0,15,0,12,11,11,4,40,10855,3,7
0,5,0,0,0,0,9,24,3485,1,2
0,6,1,6,5,1,10,18,6833,1,1
0,5,0,5,4,2,9,36,2810,1,1
0,1,0,1,1,0,16,22,2377,3,1
0,1,0,1,0,0,1,40,2694,3,1
0,10,0,10,7,8,10,32,5396,4,1
1,1,1,0,0,0,3,22,2853,3,2
0,31,0,9,7,2,2,55,16756,3,1
0,3,1,3,2,2,25,49,2659,2,1
0,2,0,2,2,2,19,22,2323,4,1
0,4,0,3,2,2,21,39,2983,2,0
0,7,0,7,7,7,5,58,4105,4,5
0,21,1,21,7,7,19,25,16437,4,1
0,10,0,5,4,0,6,53,2973,4,5
0,10,1,3,2,2,8,44,2818,1,2
0,2,0,2,2,2,5,33,2911,3,1
0,6,0,6,4,1,7,30,2141,2,1
0,4,0,4,2,2,16,43,4908,3,7
0,12,0,5,4,4,7,29,2950,3,1
1,3,0,3,2,2,9,23,4621,3,1
0,20,0,20,7,10,9,20,4553,2,1
1,14,0,10,9,8,7,56,2339,4,1
0,1,1,1,0,0,28,26,2121,3,1
1,10,0,10,7,5,15,44,7978,1,0
0,10,0,10,9,8,10,38,9980,1,1
0,4,0,1,0,0,20,29,4765,3,4
0,6,0,5,4,3,3,34,2426,1,0
0,0,0,0,0,0,10,27,8793,4,1
1,4,0,4,3,3,9,33,4148,3,1
0,8,1,8,5,2,6,37,2875,3,3
0,6,0,5,0,4,1,33,6949,2,0
1,9,0,9,7,7,2,32,7412,2,1
0,7,0,7,5,7,9,28,5253,2,6
1,13,0,13,8,8,2,31,10648,2,1
0,19,1,3,2,2,4,50,4317,1,3
0,16,0,15,1,9,1,34,9725,2,0
0,17,1,7,7,7,1,36,10252,3,2
0,8,1,8,7,5,1,41,4779,3,1
0,2,0,2,2,2,7,43,3033,3,1
1,31,0,9,8,0,1,50,13826,3,1
1,10,1,10,9,6,15,44,7083,4,7
0,3,0,3,2,2,2,31,2886,2,1
0,5,0,5,2,2,1,46,4968,3,1
0,10,0,5,2,0,10,32,11244,3,1
0,27,0,4,2,2,1,60,16413,4,3
0,13,0,0,0,0,4,34,2259,3,3
0,32,0,1,0,0,9,34,14118,2,1
1,5,0,3,2,2,1,28,2909,1,3
0,18,0,18,7,17,14,37,3034,4,1
0,26,0,3,2,1,2,46,17861,1,1
0,4,1,4,2,2,5,22,2328,4,1
0,6,0,3,2,2,7,46,4400,3,3
0,23,1,22,7,10,7,44,19049,2,2
0,3,0,3,2,2,22,49,2706,4,0
0,10,0,10,7,7,21,34,5337,4,1
0,13,0,6,4,5,27,35,10920,3,0
1,9,1,8,7,7,4,35,9582,4,5
0,19,0,18,10,7,1,39,9613,3,0
0,6,0,6,5,3,1,31,3196,3,1
0,6,0,5,4,4,1,31,4345,3,1
0,9,0,3,2,2,25,35,3681,1,4
0,12,0,11,7,7,2,30,2564,3,1
0,6,0,5,3,0,27,28,4877,2,1
0,6,0,0,0,0,17,44,2290,4,3
1,33,1,33,7,12,3,24,19068,1,1
0,13,0,12,7,7,29,31,5468,1,1
0,10,1,10,2,7,2,30,6179,3,1
0,6,0,6,5,5,8,34,2340,1,3
0,18,0,1,0,0,10,38,9824,3,3
0,3,0,3,2,0,12,38,3230,1,1
0,33,1,19,16,9,23,56,13402,4,4
0,6,0,6,5,4,1,26,6397,3,1
0,5,0,5,3,2,25,33,4320,4,1
0,7,0,1,0,0,9,39,6653,2,6
1,9,0,6,1,5,2,37,2468,4,1
0,21,1,5,3,3,3,53,17584,3,3
0,18,1,1,0,0,7,42,2372,2,6
0,7,0,7,7,3,4,52,2279,1,3
0,1,1,1,1,0,10,34,2220,3,1
0,2,0,2,2,2,2,20,2783,3,8
0,7,0,2,2,2,15,43,6804,4,7
0,27,0,5,2,0,10,35,19658,4,1
0,9,0,3,2,2,7,45,6434,1,4
0,5,0,3,2,2,1,42,3690,1,1
0,3,0,2,2,1,1,44,2145,4,0
0,12,1,1,0,0,3,59,2670,3,4
0,2,0,2,2,1,7,25,2889,4,3
0,8,0,8,7,7,3,26,4420,1,1
0,10,0,10,7,8,16,33,5396,2,7
0,13,0,8,7,5,2,38,5249,4,3
0,3,0,2,2,1,24,24,2400,4,0
0,29,1,27,3,8,7,50,18740,2,2
0,1,0,1,0,0,6,59,2210,3,1
0,22,0,10,7,8,10,30,10739,3,8
0,7,0,3,2,1,6,36,4941,2,6
0,10,0,10,7,9,8,36,7587,1,6
0,10,0,10,8,6,1,35,7295,3,1
0,40,0,40,10,6,19,41,10312,1,0
0,6,0,5,1,4,8,28,4936,2,0
0,19,0,10,7,8,18,46,4810,3,2
0,12,0,5,3,3,1,40,6513,3,0
1,5,1,2,2,2,6,34,2313,3,3
0,11,0,8,7,1,27,29,4335,2,4
0,10,0,1,0,0,2,38,7351,4,4
0,12,0,1,0,0,1,30,4505,1,2
0,23,0,20,4,8,9,44,13525,2,5
0,12,0,6,5,2,13,24,2028,3,4
0,14,0,14,8,11,9,27,6474,3,1
0,19,0,18,10,7,7,31,9613,2,0
0,9,0,9,7,8,4,45,4447,3,1
0,21,1,2,0,2,23,41,7082,4,7
0,10,1,10,8,7,11,37,12185,2,2
1,21,0,20,8,10,24,28,13341,4,0
1,0,1,0,0,0,22,19,1675,2,9
0,13,0,13,10,12,3,59,4306,2,1
0,8,0,6,2,0,10,23,5071,3,3
0,18,0,18,15,12,4,48,10435,4,1
0,6,0,5,2,3,2,31,3477,2,1
0,12,0,1,0,0,1,30,4505,1,2
1,5,1,5,4,2,8,23,3989,4,1
0,16,0,15,13,11,1,35,3210,1,0
0,8,0,8,7,7,2,24,6712,4,1
0,7,0,1,0,0,7,46,5258,3,1
0,5,0,0,0,0,2,40,4327,2,4
0,27,0,5,2,0,10,35,19658,4,3
0,15,0,0,0,0,29,48,12504,1,1
0,5,1,5,4,3,7,29,4487,2,1
1,1,1,1,0,0,5,33,2851,4,8
0,7,0,7,5,7,7,45,5993,1,1
0,17,0,3,2,2,23,44,2042,2,4
0,11,1,10,7,0,18,30,5441,1,0
0,24,0,22,17,7,22,48,17174,4,3
0,21,0,7,6,7,23,38,17181,1,4
0,9,1,4,2,3,10,44,6465,4,2
0,4,0,1,0,0,18,36,3688,3,1
0,10,1,9,8,8,6,41,8380,3,0
0,5,0,1,0,0,6,43,2451,4,3
0,7,0,1,0,0,2,48,2559,4,1
1,32,0,5,4,3,19,25,17399,3,9
0,11,0,11,8,3,19,34,8606,4,1
1,9,0,4,3,3,2,58,2897,4,3
0,6,1,6,5,4,23,24,2725,2,4
0,3,0,2,2,2,21,51,2899,3,0
0,1,0,0,0,0,21,37,2871,1,1
0,5,0,5,4,4,6,38,3702,4,1
0,15,1,1,0,0,18,38,5811,2,0
0,10,0,8,0,7,3,36,4485,3,4
0,6,0,5,3,3,5,32,2187,2,0
0,9,0,5,3,3,10,38,5175,3,3
0,10,0,8,7,7,15,36,3660,3,3
0,6,1,4,3,2,1,34,2436,4,2
0,8,0,3,2,2,19,29,4262,4,4
0,9,0,6,5,2,9,27,2532,4,6
0,18,1,5,4,2,26,35,10761,3,8
0,4,0,4,2,2,6,27,2539,4,1
0,17,0,5,4,3,6,28,3452,2,1
0,6,0,6,5,5,15,29,2340,3,3
0,6,0,4,2,0,9,36,3544,3,3
0,4,1,4,2,3,1,37,3065,4,1
0,10,1,10,8,6,6,27,9852,3,5
0,4,0,3,2,2,21,39,2983,2,0
0,15,1,1,0,0,18,38,5811,2,3
0,27,0,26,0,12,1,46,17567,4,1
0,8,0,8,0,7,7,33,2370,2,1
0,34,1,33,9,0,3,36,13577,3,0
0,9,0,9,8,7,7,32,8998,1,1
0,18,0,5,4,3,10,32,2942,3,2
0,20,1,19,10,7,16,47,5067,3,1
0,1,0,1,0,0,1,40,2694,3,1
0,16,0,15,13,11,6,36,3210,4,0
0,7,0,0,0,0,4,38,3306,4,7
0,16,1,5,3,4,7,37,4284,4,3
0,7,0,4,3,3,7,32,9204,4,4
0,31,1,31,9,9,28,44,19502,2,1
0,5,0,5,4,4,18,30,2632,1,1
0,8,0,8,7,7,6,27,9355,2,5
0,17,1,17,14,15,9,35,10685,4,1
0,5,0,3,2,2,1,35,2194,2,4
0,10,1,10,9,8,2,43,7847,4,1
0,20,0,5,0,4,16,22,5070,1,5
0,29,0,20,7,7,6,41,17328,3,6
0,6,0,4,3,2,19,22,3597,4,8
1,10,1,10,7,4,24,28,5769,4,1
1,1,0,1,0,0,4,22,2863,4,0
0,20,0,20,9,7,23,42,4332,4,1
0,8,1,6,4,3,4,44,2996,3,3
0,12,1,0,0,0,2,30,6877,3,5
0,6,0,0,0,0,17,44,2290,4,2
0,10,0,5,2,3,9,38,4771,2,2
0,9,0,5,4,4,24,31,5238,4,2
0,10,0,10,8,6,1,35,7295,3,4
0,19,0,10,0,7,25,35,4071,4,2
0,21,0,21,6,6,9,39,16704,4,2
0,25,0,1,0,0,7,45,9724,2,3
0,24,1,7,7,7,24,45,10851,4,2
0,5,0,5,3,4,7,37,4401,4,3
0,8,1,8,5,2,4,26,2875,3,1
1,25,0,24,0,7,1,28,19202,1,1
1,16,0,16,15,10,3,18,5208,1,1
0,21,0,20,8,9,4,25,19033,1,1
0,2,0,2,1,2,17,35,2244,2,1
0,30,0,10,7,1,9,56,11103,3,0
0,18,1,10,9,9,1,28,5577,2,3
1,15,0,14,11,9,15,35,4148,4,0
0,8,0,2,2,2,4,33,2809,4,3
0,6,0,6,3,3,20,29,9525,4,1
1,10,1,7,7,7,1,28,2216,1,2
0,6,0,6,5,3,2,34,4381,3,2
0,15,1,15,14,7,15,34,5207,4,1
0,20,0,1,0,1,28,40,10932,3,8
0,30,1,5,4,2,2,55,16659,3,2
0,37,0,16,9,14,2,58,16291,2,4
0,7,1,6,5,2,16,33,5368,3,1
1,2,0,2,2,2,9,29,2760,2,1
1,9,1,5,2,4,3,22,5304,2,8
1,28,1,22,2,13,1,32,13770,2,9
0,12,0,5,3,0,6,30,2782,4,3
0,13,0,8,7,7,7,46,10845,4,6
0,23,1,22,14,5,4,41,10447,3,5
0,14,0,10,9,8,5,54,4490,3,4
1,5,0,0,0,0,2,28,3485,1,1
0,10,1,4,3,3,13,29,4025,4,1
1,5,0,5,3,4,24,26,2144,4,1
0,5,1,3,2,2,16,26,2373,1,1
0,16,0,10,9,7,7,31,12490,1,2
0,3,1,3,1,2,1,51,2703,3,2
0,9,1,8,7,7,6,43,7879,4,0
0,10,0,4,2,3,7,34,2075,4,3
0,10,1,9,8,8,10,33,8380,4,6
0,5,1,5,4,4,2,27,4478,4,4
1,8,0,7,7,6,23,34,3068,1,0
1,1,0,1,0,0,18,21,2693,4,3
0,10,0,10,7,1,25,33,4539,2,1
0,8,0,2,2,2,2,26,6392,4,2
0,14,0,14,13,8,7,35,6162,3,1
0,18,0,3,2,2,15,29,4739,1,4
0,6,0,5,3,3,9,27,3955,3,1
0,31,0,9,7,2,17,36,16756,3,7
0,9,0,5,4,4,24,31,5238,4,1
1,1,1,1,1,0,12,28,2515,3,1
0,4,0,3,1,2,2,33,2500,3,0
1,8,0,0,0,0,2,28,2561,3,1
0,14,0,10,9,8,5,54,4490,3,0
0,10,0,9,7,0,26,25,5363,3,0
0,10,0,2,2,2,18,35,9362,3,1
0,8,0,8,7,7,2,40,4244,3,0
0,13,0,6,1,5,1,39,5171,3,4
0,22,0,21,7,9,2,40,19436,1,0
0,6,1,1,0,0,12,41,4766,2,3
0,10,0,10,7,9,1,29,4319,4,1
0,21,0,18,16,11,5,42,19419,3,2
0,6,1,6,4,2,2,45,2936,3,1
0,12,0,6,3,1,4,29,6728,4,5
0,2,1,2,2,2,3,52,3867,3,1
1,4,1,4,2,3,2,38,2814,4,1
0,1,0,1,0,0,13,53,2827,3,1
0,17,1,15,7,12,2,38,5980,1,6
0,6,0,3,2,2,4,34,6500,3,5
0,5,0,5,4,3,1,35,4859,1,1
0,32,0,2,2,2,2,50,17856,4,1
0,16,0,8,7,7,10,50,5467,4,8
0,12,0,12,9,10,9,30,3072,3,1
0,10,0,10,4,9,16,35,7639,1,7
0,9,0,6,4,5,7,51,5155,3,5
0,3,1,3,2,2,6,22,2302,4,1
0,15,1,7,6,7,7,38,13610,2,1
0,0,0,0,0,0,15,21,1232,3,3
0,22,0,18,16,8,1,30,16595,2,1
0,4,0,3,2,2,7,60,2422,3,1
0,10,0,10,7,8,1,29,2720,2,2
0,6,0,5,1,4,2,40,4936,3,0
0,9,1,4,3,2,18,42,5410,4,3
0,5,1,4,2,2,1,28,2154,4,0
0,4,0,2,2,2,10,23,2073,4,2
0,15,0,0,0,0,29,48,12504,1,3
0,5,0,5,3,3,1,28,2044,3,2
0,15,0,15,10,13,5,34,3986,2,1
0,3,0,2,2,2,6,22,2773,1,3
0,8,0,6,5,3,1,37,6447,2,6
1,40,1,31,15,8,2,58,19246,4,7
0,33,0,5,4,4,1,54,10502,4,7
0,10,0,10,7,8,1,29,2720,2,1
0,3,0,2,2,2,20,34,3067,4,0
0,10,0,5,2,3,4,44,5933,4,9
0,9,0,5,4,4,24,31,5238,4,1
0,4,1,2,2,2,23,35,4014,3,1
0,7,0,5,4,0,5,34,5295,4,4
0,25,0,23,5,10,4,31,12936,4,5
0,17,0,16,10,13,3,38,10609,1,4
0,15,0,7,4,7,12,40,4448,2,2
1,12,1,11,9,7,29,47,6347,1,0
0,1,0,1,0,0,3,35,1281,3,1
0,9,1,1,0,0,7,45,3346,1,3
0,6,1,6,0,0,7,29,6623,3,1
0,10,0,10,8,6,18,36,7295,1,7
0,2,0,2,2,2,4,35,2376,4,1
0,8,0,8,1,7,18,55,2153,1,1
0,8,0,5,4,3,2,32,5715,2,4
0,10,0,10,7,9,5,31,5343,4,5
0,22,1,17,13,9,1,29,16064,1,1
0,16,0,13,11,7,5,36,5914,4,8
0,2,0,2,2,2,5,31,2789,4,8
0,9,1,5,3,0,2,23,9713,4,2
0,12,0,4,2,3,1,45,5399,2,4
0,7,0,1,0,0,3,59,2177,3,3
0,8,0,2,2,2,2,26,6392,4,2
0,5,1,5,3,0,8,54,3815,1,3
0,6,0,4,2,0,9,36,3544,3,3
0,20,1,20,11,7,8,38,2133,4,1
0,10,1,10,0,9,1,46,7642,3,4
0,12,0,8,3,6,9,41,5151,1,9
1,7,0,4,3,3,9,43,5346,1,6
0,2,1,2,2,2,10,33,2323,3,1
0,10,0,10,4,9,10,33,5487,2,1
0,9,0,8,7,1,22,21,8628,4,7
0,10,0,5,2,3,8,38,3433,4,6
0,11,0,5,4,2,2,30,6091,3,2
1,21,1,21,9,10,24,40,17068,2,1
0,29,0,20,6,17,24,39,16307,3,1
0,7,0,4,2,3,1,40,2387,2,3
0,7,0,7,7,7,2,48,4294,3,1
0,6,0,5,3,4,3,46,6272,2,1
0,8,1,2,2,2,2,35,3195,4,0
0,1,1,1,0,0,29,48,1118,3,9
0,9,0,5,3,3,10,38,5175,3,5
0,14,0,9,7,7,18,35,4051,2,2
0,7,0,2,2,0,9,47,2105,2,1
0,11,0,8,7,7,9,40,3975,3,3
0,10,1,9,7,1,15,33,4878,2,0
0,20,0,20,16,6,1,42,4907,2,4
0,9,0,8,7,7,6,31,4534,3,1
0,10,0,10,8,6,24,44,6125,3,1
0,8,1,7,6,7,2,34,4537,3,0
0,5,0,5,4,4,14,41,4221,1,1
0,5,0,3,2,2,2,47,2080,3,2
0,12,0,11,9,9,16,35,2661,2,0
0,6,1,5,4,4,3,28,4930,4,0
0,16,0,11,8,9,1,20,2836,2,1
0,7,1,7,7,6,19,34,3691,3,1
0,37,0,10,9,7,18,55,16835,1,3
0,10,0,2,2,2,23,38,5745,4,0
1,1,1,1,0,0,8,22,2398,3,1
0,29,0,5,2,3,7,27,13142,3,3
0,7,0,5,3,4,12,42,2766,2,8
0,10,0,9,7,8,3,39,9526,1,1
0,10,0,6,2,2,2,40,4425,1,5
1,16,0,9,8,0,1,29,3482,4,8
0,15,0,11,9,9,8,31,4717,2,6
0,4,0,3,0,2,1,32,2314,4,0
0,15,1,2,2,2,20,29,10448,4,7
0,13,1,13,12,9,4,47,5228,2,1
0,26,0,22,9,10,5,44,18213,2,7
0,8,0,8,0,7,2,32,2370,3,1
0,10,0,4,3,3,2,42,6272,3,7
0,10,1,8,4,7,3,29,4695,3,7
0,23,0,22,6,7,2,42,17665,4,1
1,14,0,4,2,2,5,26,10596,3,5
0,4,0,4,2,2,5,28,4908,1,5
0,4,0,1,0,0,10,37,4680,4,3
0,22,0,22,17,15,6,33,19232,1,1
0,8,1,5,4,2,2,55,6032,2,1
0,17,0,4,2,3,6,40,9396,1,0
0,10,0,9,8,8,7,33,4434,3,1
0,12,0,12,8,7,5,36,4011,1,1
0,5,0,5,3,4,9,41,2289,3,1
0,20,1,20,7,8,8,28,4081,3,3
0,8,1,8,7,0,9,30,2909,1,3
0,10,0,10,7,8,3,37,9434,3,1
0,8,0,8,4,7,10,37,3936,2,3
0,11,0,5,4,2,2,28,6091,2,1
0,16,0,15,13,8,2,48,4440,4,4
0,31,0,25,8,7,2,53,15427,1,1
0,16,0,15,13,8,18,24,4312,1,0
0,7,0,7,7,7,2,48,4294,3,4
0,10,0,10,9,9,1,39,9547,1,1
1,6,1,2,0,2,13,28,9854,4,7
1,11,0,9,7,7,1,29,2362,1,2
0,29,0,3,2,2,1,53,15972,4,6
0,4,0,1,0,0,10,37,4680,4,3
1,22,1,21,9,14,12,42,13758,3,6
0,10,0,10,8,8,3,38,6799,4,1
0,4,0,4,2,2,2,32,2439,4,1
0,4,1,2,2,0,9,40,2335,4,4
0,10,0,10,7,9,1,29,4319,4,1
0,21,0,18,16,11,2,39,4553,4,2
0,10,0,9,2,8,4,39,5042,1,1
0,20,0,20,7,10,9,20,4553,2,0
0,17,0,5,2,3,23,36,2571,3,4
0,37,0,10,9,7,18,55,16835,1,1
1,16,0,14,3,10,1,31,6230,2,4
0,1,0,1,0,0,13,53,2827,3,9
0,10,1,10,2,7,2,30,6179,3,1
0,6,0,5,3,3,6,27,2187,1,3
0,4,0,4,3,3,2,55,2440,4,1
0,13,0,4,1,2,2,47,5482,2,1
1,6,0,4,2,2,8,30,2180,3,0
0,7,0,1,0,0,12,41,5258,2,1
0,0,0,0,0,0,15,21,1232,3,1
1,5,1,5,2,3,5,41,4260,2,5
0,7,1,4,2,3,5,41,2127,2,3
0,10,0,7,7,2,22,35,11996,2,7
0,21,0,7,7,0,6,56,13734,1,0
0,4,1,3,2,2,2,22,4788,4,0
0,10,0,9,5,7,2,27,4568,1,4
0,16,0,9,8,8,12,36,13757,4,2
0,32,0,2,2,2,4,33,17856,3,2
0,19,0,18,7,13,1,50,6347,4,4
0,8,1,2,2,2,1,44,3195,3,4
0,25,1,7,1,7,1,49,13964,3,0
0,12,1,10,7,8,20,55,5415,2,3
0,30,0,4,3,3,1,44,17639,3,1
0,24,0,24,9,11,7,45,5210,1,1
1,7,0,4,3,3,9,43,5346,1,8
0,26,0,9,8,8,1,52,17099,4,2
0,10,0,0,0,0,1,36,5538,4,5
1,3,1,3,2,2,3,50,2683,1,1
0,22,0,22,3,11,1,40,13503,3,1
0,10,0,10,7,7,2,59,5130,1,1
0,3,0,2,2,1,2,29,2400,2,8
0,34,0,33,18,9,10,45,19999,1,1
1,4,0,2,1,2,1,28,5301,4,4
1,7,0,7,7,7,14,33,2741,3,1
0,16,1,1,0,0,6,41,13591,4,3
0,26,0,14,13,8,26,55,19094,1,1
0,1,0,1,0,0,7,30,1274,3,1
1,7,0,4,3,3,9,43,5346,1,8
1,12,0,6,3,1,1,50,6728,2,4
0,25,0,17,14,11,10,40,8633,4,0
